更新时间,#genre#
20260511-07-21-50,url


RespoTime,whitelist,#genre#
601.43ms,CCTV1,http://221.220.133.100:8012/rtp/239.3.1.129:8008
601.20ms,CCTV1,http://39.77.95.74:4002/rtp/239.253.254.89:8000
379.60ms,CCTV1,https://t.freetv.fun/live/cctv1.m3u8
602.34ms,CCTV1,http://114.226.212.170:8787/rtp/239.49.8.19:9614
476.40ms,CCTV1,https://t.freetv.fun/live/cctv-1-2.m3u8
681.50ms,CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
691.85ms,CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8
590.00ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
602.81ms,CCTV1,http://114.226.212.170:8787/rtp/239.49.8.129:6000
667.23ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
601.39ms,CCTV1,http://114.226.212.167:8787/rtp/239.49.8.129:6000
602.10ms,CCTV1,http://39.77.95.74:4002/rtp/239.253.254.77:8000
600.70ms,CCTV1,http://114.226.212.167:8787/rtp/239.49.8.19:9614
295.28ms,CCTV1,https://t.freetv.fun/live/cctv1-3.m3u8
603.18ms,CCTV1,http://106.116.126.162:4022/rtp/239.254.200.45:8008
589.66ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
584.68ms,CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
674.38ms,CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
747.04ms,CCTV1,http://182.150.23.74:808/hls/1/index.m3u8
783.51ms,CCTV1,http://49.77.31.239:8554/rtp/239.49.8.19:9614
750.82ms,CCTV1,http://59.62.1.50:8888/rtsp/115.153.254.117/PLTV/88888888/224/3221225699/iptv8040.smil
775.56ms,CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
740.99ms,CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
191.13ms,CCTV1,http://107.150.60.122/live/cctv1hd.m3u8
206.30ms,CCTV1,http://198.204.228.26/live/cctv1hd.m3u8
802.45ms,CCTV1,http://iptv.kakacq.com:8888/rtsp/118.212.169.134/PLTV/88888888/224/3221227034/10000100000000060000000000570885_0.smil
235.10ms,CCTV1,https://cdn13.178.indevs.in/163189/bea1d91d91364062
232.12ms,CCTV1,http://192.151.150.154/live/cctv1hd.m3u8
246.35ms,CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
582.36ms,CCTV1,http://113.241.133.180:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
171.69ms,CCTV1,https://t.freetv.fun/live/cctv1-7.m3u8
182.65ms,CCTV1,https://t.freetv.fun/live/cctv-1-1.m3u8
185.37ms,CCTV1,https://t.freetv.fun/live/cctv-1.m3u8
377.64ms,CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
982.61ms,CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
186.05ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing.m3u8
185.59ms,CCTV1,https://t.freetv.fun/live/cctv1-1-1.m3u8
185.75ms,CCTV1,https://t.freetv.fun/live/cctv1-9.m3u8
189.97ms,CCTV1,https://t.freetv.fun/live/cctv1-1-1.php
170.81ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing-1.m3u8
588.25ms,CCTV1,http://183.129.255.66:8480/hls/1/index.m3u8
499.32ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=14
502.29ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=6
504.09ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=16
121.64ms,CCTV1,http://38.75.136.137:98/gslb/dsdqca/cctv1hd.m3u8?auth=test20251009
151.69ms,CCTV1,https://t.freetv.fun/live/cctv1-9.php
145.74ms,CCTV1,https://t.freetv.fun/live/cctv1-10.m3u8
350.26ms,CCTV1,http://cdn6.163189.xyz/163189/cctv1
268.44ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=13
278.05ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=7
544.06ms,CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
565.66ms,CCTV1,http://153.0.171.163:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
555.05ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.1:8008
566.55ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.210:8068
580.00ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.53:8060
576.11ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.126:8002
307.94ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=16
576.51ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.194:4120
784.46ms,CCTV1,https://tv.cctv.com/live/cctv1/
1885.93ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
561.04ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.65:5140
608.04ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.130:5140
328.71ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=11
318.93ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=8
1635.28ms,CCTV1,http://222.214.208.34:59901/tsfile/live/0001_1.m3u8
336.00ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=14
304.58ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=9
305.04ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=17
305.05ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=18
570.97ms,CCTV1,http://60.13.52.236:65500/newlive/live/hls/1/live.m3u8
544.68ms,CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8
331.46ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=10
332.81ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=15
399.31ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=12
294.43ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=19
542.81ms,CCTV1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8
594.28ms,CCTV1,http://111.43.126.240:9003/hls/13/index.m3u8
601.45ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.33:8002
2733.53ms,CCTV1,http://49.77.31.239:8554/rtp/239.49.8.129:6000
1145.72ms,CCTV1,https://t.freetv.fun/live/cctv1-2.php
874.37ms,CCTV1,http://61.184.46.85:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
553.06ms,CCTV1,http://114.226.212.171:8787/rtp/239.49.8.129:6000
819.65ms,CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=7653cf8ec6440c201ccd67dfdbdd9a4c8401078f6b4cef8fc9258c372e1780fa8e3c5de722f5ac2cda4bd2291ccdf287a6caaac860219844ccf49b78b010dec5742f609b951e599c4b873bf8ad
821.78ms,CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
552.60ms,CCTV1,http://114.226.212.171:8787/rtp/239.49.8.19:9614
557.21ms,CCTV1,http://222.212.84.190:54123/rtp/239.93.0.184:5140
922.62ms,CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
1373.79ms,CCTV1,https://t.freetv.fun/live/cctv1-1.php
909.08ms,CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8
515.23ms,CCTV2,http://114.226.212.170:8787/rtp/239.49.8.130:6000
68.32ms,CCTV2,https://t.freetv.fun/live/cctv2-4.m3u8
53.63ms,CCTV2,https://t.freetv.fun/live/cctv-2-1.m3u8
64.35ms,CCTV2,https://t.freetv.fun/live/cctv-2-2.m3u8
161.16ms,CCTV2,https://t.freetv.fun/live/cctv2-1.m3u8
576.03ms,CCTV2,http://106.116.126.162:4022/rtp/239.254.200.158:6000
1099.40ms,CCTV1,http://112.46.105.20:8009/hls/501/index.m3u8
492.41ms,CCTV2,http://114.226.212.170:8787/rtp/239.49.8.50:9802
510.84ms,CCTV2,http://39.77.95.74:4002/rtp/239.253.254.232:8000
536.75ms,CCTV2,http://221.220.133.100:8012/rtp/239.3.1.60:8084
1600.99ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.81:8176
633.07ms,CCTV2,http://49.77.31.239:8554/rtp/239.49.8.50:9802
560.58ms,CCTV2,http://114.226.212.167:8787/rtp/239.49.8.130:6000
561.86ms,CCTV2,http://114.226.212.167:8787/rtp/239.49.8.50:9802
589.18ms,CCTV2,https://piccpndali.v.myalicdn.com/audio/cctv2_2.m3u8
3764.33ms,CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
654.85ms,CCTV2,http://123.130.84.106:8154/tsfile/live/0002_1.m3u8
