更新时间,#genre#
20251227-01-17-19,url


RespoTime,whitelist,#genre#
471.57ms,CCTV1,http://223.198.241.58:4000/rtp/239.253.64.120:5140
470.43ms,CCTV1,http://121.231.100.244:8095/rtp/239.49.8.19:9614
495.62ms,CCTV1,http://106.59.2.207:55555/rtp/239.200.200.2:8080
495.49ms,CCTV1,http://106.59.2.207:55555/rtp/239.200.201.45:8800
502.23ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.210:8068
503.75ms,CCTV1,http://106.59.2.207:55555/rtp/239.200.200.14:8852
508.78ms,CCTV1,http://106.116.240.126:9999/rtp/239.254.200.45:8008
505.04ms,CCTV1,http://121.231.100.244:8095/rtp/239.49.8.129:6000
505.58ms,CCTV1,http://114.100.195.238:4022/rtp/238.1.78.166:7200
506.99ms,CCTV1,http://106.59.2.207:55555/rtp/239.200.200.117:8712
530.90ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.1:8008
532.69ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.53:8060
534.36ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.33:8002
536.38ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.126:8002
539.16ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.81:8176
536.32ms,CCTV1,http://106.120.13.232:4022/rtp/225.1.8.33:8002
541.35ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.194:4120
541.83ms,CCTV1,http://106.120.13.232:4022/rtp/225.1.8.1:8008
570.09ms,CCTV1,http://111.113.88.146:2000/rtp/239.121.4.113:8636
584.46ms,CCTV1,http://180.105.201.135:9981/rtp/239.49.8.19:9614
586.80ms,CCTV1,http://171.113.210.161:4022/rtp/239.254.96.96:8550
658.05ms,CCTV1,http://180.105.201.135:9981/rtp/239.49.8.129:6000
455.65ms,CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
457.12ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
500.82ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.33:8002
503.76ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.126:8002
504.76ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.194:4120
534.37ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.53:8060
545.66ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.1:8008
546.27ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.81:8176
479.17ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
546.35ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
586.88ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.210:8068
753.12ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
814.98ms,CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
901.32ms,CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
457.78ms,CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8
492.88ms,CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
471.18ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1
392.59ms,CCTV1,https://migu.188766.xyz/?migutoken=f4cb2067a7fa0ef87d9e8eb42d18c5d4&id=CCTV1&type=yy
614.27ms,CCTV1,http://yp.qqqtv.top/1/api.php?id=CCTV-1%E7%BB%BC%E5%90%88&auth=666858
709.97ms,CCTV1,http://yp.qqqtv.top/bc/bc.php?id=CCTV-1+%E7%BB%BC%E5%90%88&auth=66615415
708.65ms,CCTV1,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
622.30ms,CCTV1,http://yp.qqqtv.top/1/api.php?id=CCTV-1&auth=666858
