🌐央视频道,#genre#
CCTV1,http://115.58.216.71:4000/rtp/225.1.4.73:1102
CCTV1,http://223.198.241.161:4000/rtp/239.253.64.120:5140
CCTV1,http://115.171.80.52:1688/rtp/225.1.8.1:8008
CCTV1,http://114.100.195.41:4022/rtp/238.1.78.166:7200
CCTV1,http://111.113.88.146:2000/rtp/239.121.4.113:8636
CCTV1,http://111.162.204.145:8686/rtp/225.1.1.120:5002
CCTV1,http://180.105.201.135:9981/rtp/239.49.8.129:6000
CCTV1,http://121.29.141.237:4022/rtp/239.253.92.83:8012
CCTV1,http://114.241.244.75:4022/rtp/239.3.1.129:8008
CCTV1,http://36.46.98.10:8025/rtp/239.112.205.59:5140
CCTV1,http://115.171.80.52:1688/rtp/225.1.8.33:8002
CCTV1,http://180.105.201.135:9981/rtp/239.49.8.19:9614
CCTV1,http://115.171.80.52:1688/rtp/225.1.8.53:8060
CCTV1,http://106.59.2.207:55555/rtp/239.200.200.2:8080
CCTV1,http://115.171.80.52:1688/rtp/225.1.8.81:8176
CCTV1,http://106.59.2.207:55555/rtp/239.200.200.14:8852
CCTV1,http://115.171.80.52:1688/rtp/225.1.8.126:8002
CCTV1,http://106.59.2.207:55555/rtp/239.200.201.45:8800
CCTV1,http://115.171.80.52:1688/rtp/225.1.8.194:4120
CCTV1,http://106.59.2.207:55555/rtp/239.200.200.117:8712
CCTV1,http://115.171.80.52:1688/rtp/225.1.8.210:8068
CCTV1,http://114.254.34.19:18888/rtp/239.3.1.129:8008
CCTV1,http://114.107.47.54:8188/rtp/238.1.78.166:7200
CCTV1,http://106.59.2.153:55555/rtp/239.200.200.2:8080
CCTV1,http://106.59.2.153:55555/rtp/239.200.200.14:8852
CCTV1,http://106.59.2.153:55555/rtp/239.200.201.45:8800
CCTV1,http://106.59.2.153:55555/rtp/239.200.200.117:8712
CCTV1,https://t.freetv.fun/live/cctv1-7.m3u8
CCTV1,https://t.freetv.fun/live/cctv1.m3u8
CCTV1,https://t.freetv.fun/live/cctv1-3.php
CCTV1,https://t.freetv.fun/live/cctv-1gao-qing.m3u8
CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
