更新时间,#genre#
20251227-01-17-19,url


whitelist,#genre#
CCTV1,http://223.198.241.58:4000/rtp/239.253.64.120:5140
CCTV1,http://121.231.100.244:8095/rtp/239.49.8.19:9614
CCTV1,http://106.59.2.207:55555/rtp/239.200.200.2:8080
CCTV1,http://106.59.2.207:55555/rtp/239.200.201.45:8800
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.210:8068
CCTV1,http://106.59.2.207:55555/rtp/239.200.200.14:8852
CCTV1,http://106.116.240.126:9999/rtp/239.254.200.45:8008
CCTV1,http://121.231.100.244:8095/rtp/239.49.8.129:6000
CCTV1,http://114.100.195.238:4022/rtp/238.1.78.166:7200
CCTV1,http://106.59.2.207:55555/rtp/239.200.200.117:8712
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.1:8008
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.53:8060
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.33:8002
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.126:8002
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.81:8176
CCTV1,http://106.120.13.232:4022/rtp/225.1.8.33:8002
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.194:4120
CCTV1,http://106.120.13.232:4022/rtp/225.1.8.1:8008
CCTV1,http://111.113.88.146:2000/rtp/239.121.4.113:8636
CCTV1,http://180.105.201.135:9981/rtp/239.49.8.19:9614
CCTV1,http://171.113.210.161:4022/rtp/239.254.96.96:8550
CCTV1,http://180.105.201.135:9981/rtp/239.49.8.129:6000
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.33:8002
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.126:8002
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.194:4120
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.53:8060
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.1:8008
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.81:8176
CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.210:8068
CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1
CCTV1,https://migu.188766.xyz/?migutoken=f4cb2067a7fa0ef87d9e8eb42d18c5d4&id=CCTV1&type=yy
CCTV1,http://yp.qqqtv.top/1/api.php?id=CCTV-1%E7%BB%BC%E5%90%88&auth=666858
CCTV1,http://yp.qqqtv.top/bc/bc.php?id=CCTV-1+%E7%BB%BC%E5%90%88&auth=66615415
CCTV1,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://yp.qqqtv.top/1/api.php?id=CCTV-1&auth=666858
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV1,http://115.171.216.84:4000/rtp/225.1.8.53:8060
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV1,http://115.171.216.84:4000/rtp/225.1.8.1:8008
CCTV1,http://115.171.216.84:4000/rtp/225.1.8.210:8068
CCTV1,http://115.171.216.84:4000/rtp/225.1.8.126:8002
CCTV1,http://115.171.216.84:4000/rtp/225.1.8.33:8002
CCTV1,http://115.171.216.84:4000/rtp/225.1.8.194:4120
CCTV1,http://hmfs.f3322.net:3388/hls/1/index.m3u8
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
CCTV1,http://bxtv.3a.ink/api.php?id=cctv1
CCTV1,http://8.138.7.223/tv/migu3.php?id=cctv1
CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8?key=txiptv
CCTV1,http://115.171.216.84:4000/rtp/225.1.8.81:8176
CCTV1,http://27.191.203.237:19999/rtp/239.254.200.45:8008
CCTV1,http://112.254.55.106:22222/rtp/239.253.254.77:8000
CCTV1,http://183.220.107.138:4022/rtp/239.11.0.130:5140
CCTV1,http://182.123.208.170:12345/rtp/225.1.4.73:1102
CCTV1,https://stream1.freetv.fun/cctv1-15.ctv
CCTV1,https://stream1.freetv.fun/cctv1-25.ctv
CCTV1,https://stream1.freetv.fun/cctv1-79.ctv
CCTV1,https://stream1.freetv.fun/cctv-1gao-qing-1.m3u8
CCTV1,http://144.255.32.94:8288/rtp/239.21.1.1:5002
CCTV1,http://183.222.242.31:8088/hls/1/index.m3u8
CCTV1,http://61.184.46.85:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
CCTV1,http://111.221.137.155:44330/tsfile/live/0001_1.m3u8?key=txiptv
CCTV2,http://223.198.241.58:4000/rtp/239.253.64.195:5140
CCTV2,http://115.171.80.250:1688/rtp/225.1.8.2:8084
CCTV2,http://106.116.240.126:9999/rtp/239.254.200.158:6000
CCTV2,http://111.113.88.146:2000/rtp/239.121.4.155:8914
CCTV2,http://180.105.201.135:9981/rtp/239.49.8.130:6000
CCTV2,http://171.113.210.161:4022/rtp/239.69.1.102:10250
CCTV2,http://180.105.201.135:9981/rtp/239.49.8.50:9802
CCTV2,http://121.231.100.244:8095/rtp/239.49.8.130:6000
CCTV2,http://106.120.13.232:4022/rtp/225.1.8.2:8084
CCTV2,http://114.100.195.238:4022/rtp/238.1.78.235:7752
CCTV2,http://120.211.62.180:8000/hls/2/index.m3u8
CCTV2,http://183.11.239.36:808/hls/20/index.m3u8
CCTV2,http://121.231.100.244:8095/rtp/239.49.8.50:9802
